Part Number,technical_classification,Family,Deduced CatS?
SZ1RM2014,Film/Composition/Miscellaneous Resistor,61A,FALSE
1NTC008428,Standard and Specialty Logic ICs,60H,FALSE
29325295DA,,61H,TRUE
HUA14377,NOR Flash,3W4,FALSE
SZ2CP082202,,61L,TRUE
HUA32816,Small Signal Zener,55R,FALSE
115-4471,Network-Array Resistor,61E,FALSE
128-0470,Wirewound Resistor,61C,FALSE
TME02727,Film/Composition/Miscellaneous Resistor,61A,FALSE
108329,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
1DDE008236,Small Signal Zener,55R,FALSE
SY3CB5045,,63K,TRUE
HUA18852,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA18885,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA18949,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA42887,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA42583,Film/Composition/Miscellaneous Resistor,61A,FALSE
29225305CS,Film/Composition/Miscellaneous Resistor,61A,FALSE
8455001,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA22384,Film/Composition/Miscellaneous Resistor,61A,FALSE
29225305BL,Film/Composition/Miscellaneous Resistor,61A,FALSE
1NTC012601,Standard and Specialty Logic ICs,60H,FALSE
28050-30300,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
28050-30310,Small Signal Zener,55R,FALSE
HUA19580,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA19878,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA20099,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA20120,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA20326,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA20469,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA20905,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
SZ2RC00100,Film/Composition/Miscellaneous Resistor,61A,FALSE
29225306AS,Film/Composition/Miscellaneous Resistor,61A,FALSE
1CAP006862,,61M,TRUE
29225305BW,Film/Composition/Miscellaneous Resistor,61A,FALSE
28100-00048,Small Signal Zener,55R,FALSE
32881030AA,"Primary Cells and PCM (Li cell  bare cell, Li cell with tab ,Li coin cell with connector)",53A,FALSE
340462500,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
340600000,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
8839023,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA15346,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME01029,Power Driver / Switch,69T,FALSE
128-2680,Wirewound Resistor,61C,FALSE
HUA19038,Network-Array Resistor,61E,FALSE
HUA24900,Network-Array Resistor,61E,FALSE
SZ1RB2055,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA17383,Film/Composition/Miscellaneous Resistor,61A,FALSE
145-3093-Z,Film/Composition/Miscellaneous Resistor,61A,FALSE
171-01R2,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME00915,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA10391,Small Signal Zener,55R,FALSE
HUA26836,Cable Overmolded Connector,66G,FALSE
HUA44276,Cable Connector Assembled,66H,FALSE
HUA28576,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA16545,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37639,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA16209,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA15779,NOR Flash,3W4,FALSE
HUA35045,Enamelled Copper Wires,10X,FALSE
HUA11229,SRAM,3W8,FALSE
HUA31474,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
HUA32855,Small Signal Zener,55R,FALSE
1DDE008770,Small Signal Zener,55R,FALSE
25499-00007,,62Z,TRUE
DR2SC3900,Wirewound Resistor,61C,FALSE
30225416AA,Film/Composition/Miscellaneous Resistor,61A,FALSE
29225302CJ,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA36430,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA34463,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37927,Film/Composition/Miscellaneous Resistor,61A,FALSE
26113-33020,Film/Composition/Miscellaneous Resistor,61A,FALSE
DR2SC0470,Wirewound Resistor,61C,FALSE
HUA36998,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37566,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA36859,Cylindrical Connectors,63C,FALSE
HUA37059,Standard and Specialty Logic ICs,60H,FALSE
HUA36894,Standard and Specialty Logic ICs,60H,FALSE
HUA36908,Cylindrical Connectors,63C,FALSE
HUA36929,Cylindrical Connectors,63C,FALSE
HUA37587,Standard and Specialty Logic ICs,60H,FALSE
HUA37087,Standard Ferrites,67F,FALSE
HUA37614,Standard PCB Mountable Transformers,66Y,FALSE
HUA37119,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37113,Film/Composition/Miscellaneous Resistor,61A,FALSE
429-0073-Z,Standard PCB Mountable Inductors,62L,FALSE
HUA37622,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
HUA37017,Standard PCB Mountable Inductors,62L,FALSE
HUA37235,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37107,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
HUA37363,Standard and Specialty Logic ICs,60H,FALSE
HUA36881,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37050,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37157,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME02545,Cylindrical Connectors,63C,FALSE
HUA37375,Linear Voltage Regulator,3T2,FALSE
HUA37605,Network-Array Resistor,61E,FALSE
HUA37557,Positive Temperature Coefficient - PTC Thermistor,62E,FALSE
HUA37620,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
HUA37629,Cylindrical Connectors,63C,FALSE
HUA37069,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37149,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37578,Cylindrical Connectors,63C,FALSE
HUA33486,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
429-0076-Z,Standard PCB Mountable Inductors,62L,FALSE
HUA37498,Thermal Management Accessories,72H,FALSE
HUA37261,DRAM,3W1,FALSE
HUA36866,EEPROM,3W3,FALSE
HUA37086,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA37118,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA46500,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37242,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37508,Lithium Thynl Chloride Batteries and Battery Packs,53U,FALSE
HUA37051,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37617,Cylindrical Connectors,63C,FALSE
359-0555-Z,Timing Circuits,3N6,FALSE
HUA37258,Standard PCB Mountable Inductors,62L,FALSE
HUA37586,Linear Voltage Regulator,3T2,FALSE
HUA37409,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37369,Standard and Specialty Logic ICs,60H,FALSE
TME00715,Cylindrical Connectors,63C,FALSE
HUA37425,Wirewound Resistor,61C,FALSE
HUA37112,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37217,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
HUA37666,Standard PCB Mountable Inductors,62L,FALSE
HUA36895,Standard and Specialty Logic ICs,60H,FALSE
450-0334-Z,Relays for Printed Circuit Boards,62G,FALSE
HUA37418,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37088,Cylindrical Connectors,63C,FALSE
HUA37063,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
HUA37098,Operational Amplifier,3T3,FALSE
HUA37197,Linear Voltage Regulator,3T2,FALSE
HUA36931,Diodes Modules and Bridges,60D,FALSE
HUA37138,Standard PCB Mountable Inductors,62L,FALSE
HUA37421,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37590,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37231,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37259,Standard PCB Mountable Inductors,62L,FALSE
HUA37155,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37134,Standard and Specialty Logic ICs,60H,FALSE
HUA37575,Cylindrical Connectors,63C,FALSE
HUA37574,Cylindrical Connectors,63C,FALSE
HUA37006,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA37597,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37233,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37115,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37609,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37613,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
HUA37172,Wirewound Resistor,61C,FALSE
HUA33667,Fuse Holder and Accessories,62Y,FALSE
HUA37174,Wirewound Resistor,61C,FALSE
HUA37714,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA37411,Film/Composition/Miscellaneous Resistor,61A,FALSE
380-0046-Z,Metal Oxide Varistor - MOV,62F,FALSE
HUA37339,Film/Composition/Miscellaneous Resistor,61A,FALSE
137-2000-Z,Network-Array Resistor,61E,FALSE
HUA37234,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37148,Film/Composition/Miscellaneous Resistor,61A,FALSE
490-0153,Small Fans for Consumer Diameter <=200mm,64Q,FALSE
HUA37568,Digital Isolators,3X1,FALSE
HUA36913,Operational Amplifier,3T3,FALSE
HUA37505,Thermal Management Accessories,72H,FALSE
HUA37042,Cylindrical Connectors,63C,FALSE
HUA37466,Laminated Busbar for Power Electronics,55H,FALSE
107-07R5-Z,Film/Composition/Miscellaneous Resistor,61A,FALSE
360-3224-Z,Operational Amplifier,3T3,FALSE
360-1272-Z,Operational Amplifier,3T3,FALSE
TME02391,Standard and Specialty Logic ICs,60H,FALSE
TME01135,Cylindrical Connectors,63C,FALSE
HUA37047,Standard and Specialty Logic ICs,60H,FALSE
HUA37278,Cylindrical Connectors,63C,FALSE
HUA37091,Standard PCB Mountable Inductors,62L,FALSE
HUA37623,Accessories for Connectors,63Z,FALSE
HUA37515,Cylindrical Connectors,63C,FALSE
HUA37479,Cylindrical Connectors,63C,FALSE
HUA37502,Thermal Management Accessories,72H,FALSE
HUA37055,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37532,Positive Temperature Coefficient - PTC Thermistor,62E,FALSE
HUA36933,Standard PCB Mountable Inductors,62L,FALSE
HUA26705,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37010,Cylindrical Connectors,63C,FALSE
HUA37621,Accessories for Connectors,63Z,FALSE
HUA37492,Thermal Management Accessories,72H,FALSE
HUA37367,Operational Amplifier,3T3,FALSE
HUA36878,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA37595,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME02623,Cylindrical Connectors,63C,FALSE
HUA30354,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
540-0432,Fuse Accessories,62Y,FALSE
HUA37245,Network-Array Resistor,61E,FALSE
HUA36917,Standard and Specialty Logic ICs,60H,FALSE
HUA37412,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37147,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA36926,Optical Fiber Transceiver,62P,FALSE
HUA37270,Standard and Specialty Logic ICs,60H,FALSE
359-3306-Z,Standard and Specialty Logic ICs,60H,FALSE
HUA37264,Power Driver / Switch,69T,FALSE
HUA37555,Small Signal Zener,55R,FALSE
HUA36928,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
724-1058,Cylindrical Connectors,63C,FALSE
HUA37040,Standard and Specialty Logic ICs,60H,FALSE
HUA37099,Operational Amplifier,3T3,FALSE
HUA36932,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA37579,Cylindrical Connectors,63C,FALSE
HUA37453,Cylindrical Connectors,63C,FALSE
HUA37106,Small Signal Zener,55R,FALSE
HUA37306,Cylindrical Connectors,63C,FALSE
HUA36923,Voltage References,55N,FALSE
HUA37596,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA36889,Linear Voltage Regulator,3T2,FALSE
HUA37277,Cylindrical Connectors,63C,FALSE
HUA36863,Cylindrical Connectors,63C,FALSE
HUA36925,Other Non-Volatile Memories,3W7,FALSE
HUA37168,Cylindrical Connectors,63C,FALSE
HUA37108,Standard PCB Mountable Inductors,62L,FALSE
HUA36831,Electrical Fuses,62V,FALSE
HUA37470,Cylindrical Connectors,63C,FALSE
HUA36870,Operational Amplifier,3T3,FALSE
HUA33558,Electrical Fuses,62V,FALSE
HUA37600,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37420,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37241,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37722,Battery Holders-Connectors and Contacts,54L,FALSE
HUA36832,Fuse Accessories,62Y,FALSE
HUA37120,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA34072,Small Signal Zener,55R,FALSE
429-0075-Z,Standard PCB Mountable Inductors,62L,FALSE
HUA37461,Cylindrical Connectors,63C,FALSE
515-1046,Electrical Fuses,62V,FALSE
HUA37606,Crystal,60Y,FALSE
63230-012-669,MPU - Microprocessor,3N1,FALSE
25423-30150,,62V,TRUE
25009-00022,,55A,TRUE
HUA47294,Heavy Duty Connector,55F,FALSE
400232935,MCU - Microcontrollers Simple,3N2,FALSE
HUA37607,Cylindrical Connectors,63C,FALSE
411-0055-Z,Standard Ferrites,67F,FALSE
HUA37125,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37136,Standard PCB Mountable Inductors,62L,FALSE
26094-45610,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA36867,Linear Voltage Regulator,3T2,FALSE
HUA37422,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37043,Cylindrical Connectors,63C,FALSE
HUA37591,Film/Composition/Miscellaneous Resistor,61A,FALSE
400229523,MCU - Microcontrollers Simple,3N2,FALSE
HUA37496,Thermal Management Accessories,72H,FALSE
HUA37109,Standard PCB Mountable Inductors,62L,FALSE
HUA37427,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
HUA37570,Power Driver / Switch,69T,FALSE
HUA37114,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA30352,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
HUA37173,Wirewound Resistor,61C,FALSE
750-0063-Z,Cylindrical Connectors,63C,FALSE
HUA36927,Optical Fiber Transceiver,62P,FALSE
HUA37198,Standard PCB Mountable Inductors,62L,FALSE
HUA36936,Standard PCB Mountable Inductors,62L,FALSE
HUA37097,LED Driver,58Y,FALSE
360-1247-Z,Operational Amplifier,3T3,FALSE
724-1057,Cylindrical Connectors,63C,FALSE
HUA36858,Cylindrical Connectors,63C,FALSE
349-0138-Z,Operational Amplifier,3T3,FALSE
HUA37604,Network-Array Resistor,61E,FALSE
137-0035-Z,Network-Array Resistor,61E,FALSE
HUA37044,Small Signal Zener,55R,FALSE
TME02708,Terminal Blocks for Printed Circuit Boards,63K,FALSE
TME02710,Terminal Blocks for Printed Circuit Boards,63K,FALSE
HUA23503,Standard Ferrites,67F,FALSE
25423-30200,,62V,TRUE
TME02684,Cylindrical Connectors,63C,FALSE
TME02683,Cylindrical Connectors,63C,FALSE
65630039,MCU - Microcontrollers Simple,3N2,FALSE
723-0170-Z,Cylindrical Connectors,63C,FALSE
HUA36886,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME02656,Cylindrical Connectors,63C,FALSE
SZ1CC169,,61M,TRUE
SZ1CP1002,,61L,TRUE
1TRA012371,,3U6,TRUE
HUA22018,Diodes Modules and Bridges,60D,FALSE
TME02655,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
TME02523,Small Signal Zener,55R,FALSE
HUA37734,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME02630,Cylindrical Connectors,63C,FALSE
HUA37565,Power Film Capacitor-Lead Type (Lead Space >= 15mm),61H,FALSE
HUA37246,Network-Array Resistor,61E,FALSE
HUA36865,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
HUA37571,Standard and Specialty Logic ICs,60H,FALSE
HUA37230,Wirewound Resistor,61C,FALSE
HUA37516,Standard PCB Mountable Inductors,62L,FALSE
HUA36916,Standard and Specialty Logic ICs,60H,FALSE
HUA37160,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME01561,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37608,Cylindrical Connectors,63C,FALSE
HUA37203,Fuse Accessories,62Y,FALSE
HUA37000,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37593,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
HUA37701,Cylindrical Connectors,63C,FALSE
HUA36941,Cylindrical Connectors,63C,FALSE
HUA37240,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37075,Interfaces RS232-RS485-RS422-LVDS,3T7,FALSE
HUA37126,Standard PCB Mountable Inductors,62L,FALSE
HUA37513,Cylindrical Connectors,63C,FALSE
HUA37121,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA36915,Standard and Specialty Logic ICs,60H,FALSE
HUA37095,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37602,Film/Composition/Miscellaneous Resistor,61A,FALSE
65630047,MCU - Microcontrollers Medium,3N3,FALSE
HUA42816,Thermal Management Accessories,72H,FALSE
HUA37128,Cylindrical Connectors,63C,FALSE
HUA37584,Cylindrical Connectors,63C,FALSE
HUA37116,Film/Composition/Miscellaneous Resistor,61A,FALSE
120-0202-Z,Wirewound Resistor,61C,FALSE
HUA37588,Cylindrical Connectors,63C,FALSE
HUA37225,MOS / IGBT Drivers,3T5,FALSE
HUA37610,Accessories for Connectors,63Z,FALSE
1DDE009683,Small Signal Zener,55R,FALSE
1DDE012492,Small Signal Zener,55R,FALSE
1DDE012686,Small Signal Zener,55R,FALSE
1DDE008747,Small Signal Zener,55R,FALSE
25009-14140,,55A,TRUE
SZ1CE0002,,61L,TRUE
SZ1CC3064,,61M,TRUE
1TRA000177,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
HUA37497,Thermal Management Accessories,72H,FALSE
HUA37580,Cylindrical Connectors,63C,FALSE
HUA37618,Relays for Printed Circuit Boards,62G,FALSE
HUA37577,Cylindrical Connectors,63C,FALSE
HUA33278,Timing Circuits,3N6,FALSE
HUA37140,Standard PCB Mountable Inductors,62L,FALSE
359-5765-Z,Optical Fiber Transceiver,62P,FALSE
HUA37598,Film/Composition/Miscellaneous Resistor,61A,FALSE
TME02591,PIM (Power Integrated Modules) - CIB,6PB,FALSE
HUA24070,Diodes Modules and Bridges,60D,FALSE
1DDE009872,Small Signal Zener,55R,FALSE
SZ1CN3019,,61L,TRUE
HUA37480,Cylindrical Connectors,63C,FALSE
HUA37603,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37576,Cylindrical Connectors,63C,FALSE
360-3100,Standard and Specialty Logic ICs,60H,FALSE
HUA37137,Standard PCB Mountable Inductors,62L,FALSE
HUA37522,Accessories for Connectors,63Z,FALSE
137-0036-Z,Network-Array Resistor,61E,FALSE
1RES008247,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA11148,SRAM,3W8,FALSE
29330101DA,,61M,TRUE
SZ1TM1001,,3U6,TRUE
SZ1RB2099,Film/Composition/Miscellaneous Resistor,61A,FALSE
1CNR009452,,63N,TRUE
HUA37223,MOS / IGBT Drivers,3T5,FALSE
HUA37703,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA37401,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37158,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA37521,Accessories for Connectors,63Z,FALSE
HUA37146,Linear Voltage Regulator,3T2,FALSE
HUA36938,Standard PCB Mountable Inductors,62L,FALSE
HUA36943,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA36884,Film/Composition/Miscellaneous Resistor,61A,FALSE
HUA14851,Diodes Modules and Bridges,60D,FALSE
1NTC008586,,3N3,TRUE
1NTC011774,,3N3,TRUE
SZ1CC3128,,61M,TRUE
29227423JM,Film/Composition/Miscellaneous Resistor,61A,FALSE
1MAG009838,Standard PCB Mountable Inductors,62L,FALSE
1MAG012469,Standard PCB Mountable Inductors,62L,FALSE
28050-30330,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
28050-31440,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
SZ2DZ015180,,3U1,TRUE
29222323CG,Film/Composition/Miscellaneous Resistor,61A,FALSE
1TRA002090,Small Signal Discrete-Bipolar Transistor,3U1,FALSE
25009-14120,,55A,TRUE
29233122AR,Film/Composition/Miscellaneous Resistor,61A,FALSE
25016-90011,,55A,TRUE
1CNR006856,,63K,TRUE
1TRA000151,,3U6,TRUE
SZ1RA1154,Film/Composition/Miscellaneous Resistor,61A,FALSE
29222323GZ,Film/Composition/Miscellaneous Resistor,61A,FALSE
1RES003075,Film/Composition/Miscellaneous Resistor,61A,FALSE
43508770,Film/Composition/Miscellaneous Resistor,61A,FALSE
1PRT000672,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
1PRT000994,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
1PRT001449,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
HUA43854,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
25423-30700,,62V,TRUE
1PRT005447,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
1PRT006149,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
27908-02333,Small Signal Zener,55R,FALSE
27920-00002,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
27920-00003,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
25423-30450,,62V,TRUE
30324055AA,,61L,TRUE
1PRT012552,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
30324055GE,,61L,TRUE
SY3AP0602,,62V,TRUE
27110-10146,DIN Rail Terminals-Blocks and Accessories,51D,FALSE
SZ1DZ2010,Small Signal Zener,55R,FALSE
SZ1CC3046,,61M,TRUE
SZ1TM1017,,3U6,TRUE
346050220,MCU - Microcontrollers Simple,3N2,FALSE
346056940,MCU - Microcontrollers Simple,3N2,FALSE
1RES007155,Wirewound Resistor,61C,FALSE
346060640,MCU - Microcontrollers Simple,3N2,FALSE
1TRA007187,,60F,TRUE
TME01620,Film/Composition/Miscellaneous Resistor,61A,FALSE
27920-00008,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
27920-00011,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
27920-00013,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
27920-00014,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
27920-60103,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
27920-60560,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
28050-00013,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
28050-00027,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
28050-00029,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
28050-30053,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
28050-30060,Small Signal Discrete - Protection (ESD-TVS),3U4,FALSE
